"CustomerID","PersonID","CustomerName","PhoneNumberCustomer","EmailAddressCustomer","TerritoryCustomer"
22840,8245,Dominic M Sullivan,"1 (11) 500 555-0118",dominic13@adventure-works.com,Australia
22911,2594,Gregory C Raje,"1 (11) 500 555-0118",gregory17@adventure-works.com,Australia
22912,7154,Mallory P Moreno,"1 (11) 500 555-0118",mallory14@adventure-works.com,Australia
22966,4715,Jodi L Chapman,"1 (11) 500 555-0118",jodi16@adventure-works.com,Australia
23095,11834,Gerald  Patel,"1 (11) 500 555-0118",gerald32@adventure-works.com,Australia
23535,12238,Dawn  Goel,"1 (11) 500 555-0118",dawn43@adventure-works.com,Australia
23658,11754,Ross C Arun,"1 (11) 500 555-0118",ross6@adventure-works.com,Australia
24229,11636,Pedro H Kapoor,"1 (11) 500 555-0118",pedro1@adventure-works.com,Australia
24250,8316,Carmen E Suri,"1 (11) 500 555-0118",carmen4@adventure-works.com,Australia
24274,17094,Shaun  Shan,"1 (11) 500 555-0118",shaun11@adventure-works.com,Australia
24302,3801,Cesar J Kapoor,"1 (11) 500 555-0118",cesar1@adventure-works.com,Australia
24465,20003,Tara L Andersen,"1 (11) 500 555-0118",tara13@adventure-works.com,Australia
24592,10291,Jay  Martinez,"1 (11) 500 555-0118",jay24@adventure-works.com,Australia
24893,5175,Alvin W Chande,"1 (11) 500 555-0118",alvin36@adventure-works.com,Australia
25272,13154,Edwin J Xu,"1 (11) 500 555-0118",edwin13@adventure-works.com,Australia
25907,12098,Kelli  Shen,"1 (11) 500 555-0118",kelli25@adventure-works.com,Australia
25938,6905,Marvin  Gutierrez,"1 (11) 500 555-0118",marvin11@adventure-works.com,Australia
26028,18860,Brandy  Garcia,"1 (11) 500 555-0118",brandy11@adventure-works.com,Australia
26426,15249,Heidi A Malhotra,"1 (11) 500 555-0118",heidi7@adventure-works.com,Australia
26559,10948,Marshall R Ye,"1 (11) 500 555-0118",marshall8@adventure-works.com,Australia
26561,12304,Hannah  Lewis,"1 (11) 500 555-0118",hannah19@adventure-works.com,Australia
26667,15298,Jillian  Patel,"1 (11) 500 555-0118",jillian3@adventure-works.com,Australia
26758,5344,Damien C Zhang,"1 (11) 500 555-0118",damien0@adventure-works.com,Australia
27346,18528,Leslie  Dominguez,"1 (11) 500 555-0118",leslie13@adventure-works.com,Australia
27591,10783,Gerald M Serrano,"1 (11) 500 555-0118",gerald24@adventure-works.com,Australia
27699,9607,Rebecca W Turner,"1 (11) 500 555-0118",rebecca7@adventure-works.com,Australia
27706,19261,Brianna  Flores,"1 (11) 500 555-0118",brianna58@adventure-works.com,Australia
27982,3846,Cesar L Perez,"1 (11) 500 555-0118",cesar21@adventure-works.com,Australia
28329,13840,Marcus  Washington,"1 (11) 500 555-0118",marcus63@adventure-works.com,Australia
29087,6520,Steve  Ye,"1 (11) 500 555-0118",steve13@adventure-works.com,Australia
29091,7146,Mallory  Hernandez,"1 (11) 500 555-0118",mallory11@adventure-works.com,Australia
29116,18228,Janelle T Patel,"1 (11) 500 555-0118",janelle3@adventure-works.com,Australia
29706,795,Bruno  Deniut,"1 (11) 500 555-0118",bruno1@adventure-works.com,Australia
29829,1053,Jeff D. Henshaw,"1 (11) 500 555-0118",jeff2@adventure-works.com,Australia
11059,8960,Ashlee J Andersen,"1 (11) 500 555-0112",ashlee19@adventure-works.com,Australia
11097,13205,Edwin R Nara,"1 (11) 500 555-0112",edwin39@adventure-works.com,Australia
11447,10086,Jennifer  Roberts,"1 (11) 500 555-0112",jennifer15@adventure-works.com,Australia
11464,12478,Alejandro  Huang,"1 (11) 500 555-0112",alejandro8@adventure-works.com,Australia
11764,5718,Jessie R Ramos,"1 (11) 500 555-0112",jessie36@adventure-works.com,Australia
11767,7199,Meagan  Madan,"1 (11) 500 555-0112",meagan8@adventure-works.com,Australia
12339,12646,Clayton  Jai,"1 (11) 500 555-0112",clayton29@adventure-works.com,Australia
12350,16994,Logan  Hernandez,"1 (11) 500 555-0112",logan44@adventure-works.com,Australia
12574,20255,Derek  Raje,"1 (11) 500 555-0112",derek12@adventure-works.com,Australia
13038,12546,Wilson C Pais,"1 (11) 500 555-0112",wilson0@adventure-works.com,Australia
13960,12422,Lacey  Kumar,"1 (11) 500 555-0112",lacey42@adventure-works.com,Australia
14047,13801,Linda  Alvarez,"1 (11) 500 555-0112",linda19@adventure-works.com,Australia
14073,5861,Gabriel C Alexander,"1 (11) 500 555-0112",gabriel16@adventure-works.com,Australia
14264,5138,Karl R Lal,"1 (11) 500 555-0112",karl9@adventure-works.com,Australia
14518,7263,Ann M Mehta,"1 (11) 500 555-0112",ann19@adventure-works.com,Australia
15044,17524,Valerie M Hu,"1 (11) 500 555-0112",valerie22@adventure-works.com,Australia
15152,18790,Meghan J Moreno,"1 (11) 500 555-0112",meghan6@adventure-works.com,Australia
15598,14049,Tanya I Rubio,"1 (11) 500 555-0112",tanya18@adventure-works.com,Australia
15639,8122,Melanie H Coleman,"1 (11) 500 555-0112",melanie21@adventure-works.com,Australia
15800,6638,Alberto L Serrano,"1 (11) 500 555-0112",alberto16@adventure-works.com,Australia
15805,12162,Dawn N Lin,"1 (11) 500 555-0112",dawn9@adventure-works.com,Australia
16172,18609,Janelle  Perez,"1 (11) 500 555-0112",janelle18@adventure-works.com,Australia
17495,20462,Corey M Sharma,"1 (11) 500 555-0112",corey9@adventure-works.com,Australia
17512,3799,Cesar  Suri,"1 (11) 500 555-0112",cesar0@adventure-works.com,Australia
17728,3272,Maria N Perry,"1 (11) 500 555-0112",maria31@adventure-works.com,Australia
17906,14494,Jonathon  Vazquez,"1 (11) 500 555-0112",jonathon11@adventure-works.com,Australia
18212,15715,Marc  Ramos,"1 (11) 500 555-0112",marc21@adventure-works.com,Australia
18242,19880,Christine I Pal,"1 (11) 500 555-0112",christine7@adventure-works.com,Australia
18251,15614,Ricky  Sanz,"1 (11) 500 555-0112",ricky21@adventure-works.com,Australia
18252,4589,Alvin  Sun,"1 (11) 500 555-0112",alvin13@adventure-works.com,Australia
18283,5971,Mallory M Vazquez,"1 (11) 500 555-0112",mallory1@adventure-works.com,Australia
18299,13480,Colin B Deng,"1 (11) 500 555-0112",colin24@adventure-works.com,Australia
18325,12276,Colleen C Xu,"1 (11) 500 555-0112",colleen12@adventure-works.com,Australia
18446,18455,Larry  Ramos,"1 (11) 500 555-0112",larry20@adventure-works.com,Australia
19653,16220,Tina  Gonzalez,"1 (11) 500 555-0112",tina20@adventure-works.com,Australia
19788,2517,Kristen C Hu,"1 (11) 500 555-0112",kristen17@adventure-works.com,Australia
20238,3647,Anna  Watson,"1 (11) 500 555-0112",anna22@adventure-works.com,Australia
20252,8353,Darrell  Raje,"1 (11) 500 555-0112",darrell3@adventure-works.com,Australia
20266,3060,Summer L Gonzalez,"1 (11) 500 555-0112",summer16@adventure-works.com,Australia
20269,6059,Hunter A Foster,"1 (11) 500 555-0112",hunter13@adventure-works.com,Australia
20617,11565,Chloe L Johnson,"1 (11) 500 555-0112",chloe35@adventure-works.com,Australia
20629,3707,Bonnie  Raje,"1 (11) 500 555-0112",bonnie20@adventure-works.com,Australia
21224,14644,Jamie S Alan,"1 (11) 500 555-0112",jamie28@adventure-works.com,Australia
21564,2475,Erica A Liu,"1 (11) 500 555-0112",erica3@adventure-works.com,Australia
21874,18500,Brandi  Suarez,"1 (11) 500 555-0112",brandi18@adventure-works.com,Australia
21877,7107,Clarence  Xu,"1 (11) 500 555-0112",clarence19@adventure-works.com,Australia
21897,16705,Francisco A Subram,"1 (11) 500 555-0112",francisco14@adventure-works.com,Australia
22018,18217,Todd  Sun,"1 (11) 500 555-0112",todd12@adventure-works.com,Australia
22400,11238,Ruben  Martin,"1 (11) 500 555-0112",ruben23@adventure-works.com,Australia
22860,3898,Cedric B Kumar,"1 (11) 500 555-0112",cedric29@adventure-works.com,Australia
22924,10080,Marie  Sanchez,"1 (11) 500 555-0112",marie22@adventure-works.com,Australia
23077,6887,Marvin A Hernandez,"1 (11) 500 555-0112",marvin4@adventure-works.com,Australia
23100,11412,Christy  Raje,"1 (11) 500 555-0112",christy31@adventure-works.com,Australia
23118,13761,Monique R Moreno,"1 (11) 500 555-0112",monique2@adventure-works.com,Australia
23665,20751,Crystal A Yang,"1 (11) 500 555-0112",crystal7@adventure-works.com,Australia
24362,15710,Marc H Vazquez,"1 (11) 500 555-0112",marc18@adventure-works.com,Australia
24909,9272,Grant C Yuan,"1 (11) 500 555-0112",grant8@adventure-works.com,Australia
24913,16510,Kelsey T Lal,"1 (11) 500 555-0112",kelsey8@adventure-works.com,Australia
25124,20493,Keith J Xu,"1 (11) 500 555-0112",keith7@adventure-works.com,Australia
25268,9457,Jaime  Andersen,"1 (11) 500 555-0112",jaime35@adventure-works.com,Australia
25824,17237,Terry H Pal,"1 (11) 500 555-0112",terry15@adventure-works.com,Australia
25937,13591,Jon  Yuan,"1 (11) 500 555-0112",jon47@adventure-works.com,Australia
25940,11841,Gerald  Arun,"1 (11) 500 555-0112",gerald36@adventure-works.com,Australia
26024,15096,Jill N Gutierrez,"1 (11) 500 555-0112",jill18@adventure-works.com,Australia
26430,15283,Paula  Sanz,"1 (11) 500 555-0112",paula21@adventure-works.com,Australia
26438,11994,Alisha J Shen,"1 (11) 500 555-0112",alisha26@adventure-works.com,Australia
26439,15304,Isaac G Morris,"1 (11) 500 555-0112",isaac18@adventure-works.com,Australia
26771,5322,Eric L Shan,"1 (11) 500 555-0112",eric39@adventure-works.com,Australia
27148,13160,Edwin  Zhu,"1 (11) 500 555-0112",edwin15@adventure-works.com,Australia
27501,10222,Darren  Alonso,"1 (11) 500 555-0112",darren30@adventure-works.com,Australia
27594,5275,Nicolas A Andersen,"1 (11) 500 555-0112",nicolas11@adventure-works.com,Australia
27744,9444,Gilbert  Pal,"1 (11) 500 555-0112",gilbert33@adventure-works.com,Australia
27861,17421,Karen C He,"1 (11) 500 555-0112",karen28@adventure-works.com,Australia
28115,9784,Deanna  Jiménez,"1 (11) 500 555-0112",deanna31@adventure-works.com,Australia
28307,20694,Morgan  Gray,"1 (11) 500 555-0112",morgan63@adventure-works.com,Australia
28320,6244,Janet J Navarro,"1 (11) 500 555-0112",janet15@adventure-works.com,Australia
28929,10067,Marie  Fernandez,"1 (11) 500 555-0112",marie17@adventure-works.com,Australia
28958,18175,Randy E Liang,"1 (11) 500 555-0112",randy19@adventure-works.com,Australia
28963,11761,Ross  Prasad,"1 (11) 500 555-0112",ross9@adventure-works.com,Australia
29088,11935,Tamara  Anand,"1 (11) 500 555-0112",tamara31@adventure-works.com,Australia
11094,3504,Cedric W Ma,"1 (11) 500 555-0115",cedric15@adventure-works.com,Australia
11114,18519,Leslie C Moreno,"1 (11) 500 555-0115",leslie7@adventure-works.com,Australia
11900,19815,Byron  Carlson,"1 (11) 500 555-0115",byron12@adventure-works.com,Australia
11906,8021,Gabriella  Sanders,"1 (11) 500 555-0115",gabriella1@adventure-works.com,Australia
12346,18112,Wesley  Gao,"1 (11) 500 555-0115",wesley15@adventure-works.com,Australia
12358,11301,Lacey T Raje,"1 (11) 500 555-0115",lacey4@adventure-works.com,Australia
12665,14294,Joy B Suarez,"1 (11) 500 555-0115",joy18@adventure-works.com,Australia
12675,19595,Holly M Fernandez,"1 (11) 500 555-0115",holly15@adventure-works.com,Australia
12997,4423,Nina  Xie,"1 (11) 500 555-0115",nina3@adventure-works.com,Australia
13036,7612,Virginia  Subram,"1 (11) 500 555-0115",virginia15@adventure-works.com,Australia
13119,12945,Jaclyn  Guo,"1 (11) 500 555-0115",jaclyn19@adventure-works.com,Australia
13140,2455,Jamie J Zhu,"1 (11) 500 555-0115",jamie17@adventure-works.com,Australia
13627,18775,Natasha K Rubio,"1 (11) 500 555-0115",natasha21@adventure-works.com,Australia
13962,12154,Dawn B Li,"1 (11) 500 555-0115",dawn4@adventure-works.com,Australia
13970,11654,Pedro F Rana,"1 (11) 500 555-0115",pedro11@adventure-works.com,Australia
13974,16182,Tina S Chandra,"1 (11) 500 555-0115",tina4@adventure-works.com,Australia
14031,11288,Ruben  Suarez,"1 (11) 500 555-0115",ruben42@adventure-works.com,Australia
14057,14854,Lance I Alonso,"1 (11) 500 555-0115",lance8@adventure-works.com,Australia
14061,17425,Naomi J Torres,"1 (11) 500 555-0115",naomi12@adventure-works.com,Australia
14086,9075,Maurice L Chander,"1 (11) 500 555-0115",maurice16@adventure-works.com,Australia
14667,19371,Olivia L Alexander,"1 (11) 500 555-0115",olivia64@adventure-works.com,Australia
14854,15478,Nancy  Fernandez,"1 (11) 500 555-0115",nancy19@adventure-works.com,Australia
15024,17781,Nathan  Jones,"1 (11) 500 555-0115",nathan61@adventure-works.com,Australia
15133,9533,Raul R Rai,"1 (11) 500 555-0115",raul15@adventure-works.com,Australia
15137,5108,Luke  Foster,"1 (11) 500 555-0115",luke5@adventure-works.com,Australia
15580,11217,Ruben  Raman,"1 (11) 500 555-0115",ruben13@adventure-works.com,Australia
15604,4084,Clifford  Prasad,"1 (11) 500 555-0115",clifford9@adventure-works.com,Australia
15715,10261,Isabella  Adams,"1 (11) 500 555-0115",isabella46@adventure-works.com,Australia
15756,10547,Kari  Gutierrez,"1 (11) 500 555-0115",kari31@adventure-works.com,Australia
16635,2954,Erick  Suri,"1 (11) 500 555-0115",erick0@adventure-works.com,Australia
16683,11420,Christy  Rai,"1 (11) 500 555-0115",christy35@adventure-works.com,Australia
16713,17194,Tony L Nara,"1 (11) 500 555-0115",tony19@adventure-works.com,Australia
17294,3267,Ruth S Arun,"1 (11) 500 555-0115",ruth11@adventure-works.com,Australia
17319,11708,Brianna J Johnson,"1 (11) 500 555-0115",brianna1@adventure-works.com,Australia
17320,17321,Alan  Zhu,"1 (11) 500 555-0115",alan17@adventure-works.com,Australia
17514,3342,Cedric  Zhou,"1 (11) 500 555-0115",cedric9@adventure-works.com,Australia
17725,18642,Daniel P Martinez,"1 (11) 500 555-0115",daniel15@adventure-works.com,Australia
17923,19323,Cory E Malhotra,"1 (11) 500 555-0115",cory3@adventure-works.com,Australia
18273,11263,Natalie W Moore,"1 (11) 500 555-0115",natalie75@adventure-works.com,Australia
18306,17710,Margaret C Lin,"1 (11) 500 555-0115",margaret14@adventure-works.com,Australia
18332,7958,Emmanuel  Malhotra,"1 (11) 500 555-0115",emmanuel4@adventure-works.com,Australia
18712,5713,Glenn J Guo,"1 (11) 500 555-0115",glenn19@adventure-works.com,Australia
18714,16714,Francisco L Lopez,"1 (11) 500 555-0115",francisco18@adventure-works.com,Australia
18932,16965,Carl  Chande,"1 (11) 500 555-0115",carl14@adventure-works.com,Australia
19567,11579,Barbara  Hu,"1 (11) 500 555-0115",barbara29@adventure-works.com,Australia
19617,20517,Keith  Nath,"1 (11) 500 555-0115",keith22@adventure-works.com,Australia
20152,12837,Rafael I She,"1 (11) 500 555-0115",rafael23@adventure-works.com,Australia
20218,9203,Drew A Xie,"1 (11) 500 555-0115",drew3@adventure-works.com,Australia
20607,4659,Donna A Raje,"1 (11) 500 555-0115",donna12@adventure-works.com,Australia
20619,9090,Maurice C Raji,"1 (11) 500 555-0115",maurice22@adventure-works.com,Australia
21173,20330,Chad C Yuan,"1 (11) 500 555-0115",chad8@adventure-works.com,Australia
21220,18797,Meghan  Moyer,"1 (11) 500 555-0115",meghan9@adventure-works.com,Australia
21373,12578,Clayton L Liu,"1 (11) 500 555-0115",clayton4@adventure-works.com,Australia
21384,5573,Ronnie D Lin,"1 (11) 500 555-0115",ronnie7@adventure-works.com,Australia
21963,6366,Jacquelyn  Serrano,"1 (11) 500 555-0115",jacquelyn17@adventure-works.com,Australia
22409,15413,Candace  Madan,"1 (11) 500 555-0115",candace7@adventure-works.com,Australia
22854,9650,Ebony J Mehta,"1 (11) 500 555-0115",ebony14@adventure-works.com,Australia
22935,11882,Tamara G Shen,"1 (11) 500 555-0115",tamara13@adventure-works.com,Australia
23348,2655,Tiffany A Chen,"1 (11) 500 555-0115",tiffany2@adventure-works.com,Australia
23652,13325,Roger A Goel,"1 (11) 500 555-0115",roger47@adventure-works.com,Australia
24282,15447,Damien K Raji,"1 (11) 500 555-0115",damien36@adventure-works.com,Australia
25945,18020,Brent J Guo,"1 (11) 500 555-0115",brent17@adventure-works.com,Australia
26769,19577,Holly V Sai,"1 (11) 500 555-0115",holly7@adventure-works.com,Australia
27363,19998,Tara E Jai,"1 (11) 500 555-0115",tara11@adventure-works.com,Australia
27860,15774,Hector  Martin,"1 (11) 500 555-0115",hector20@adventure-works.com,Australia
28204,20412,Peter K Xu,"1 (11) 500 555-0115",peter12@adventure-works.com,Australia
28352,18819,Meghan L Sanz,"1 (11) 500 555-0115",meghan19@adventure-works.com,Australia
28482,9429,Jaime D She,"1 (11) 500 555-0115",jaime24@adventure-works.com,Australia
29067,16869,Russell E Chander,"1 (11) 500 555-0115",russell18@adventure-works.com,Australia
29344,8838,Gilbert  Ye,"1 (11) 500 555-0115",gilbert7@adventure-works.com,Australia
11028,15088,Jill  Jimenez,"1 (11) 500 555-0116",jill13@adventure-works.com,Australia
11757,17976,Vincent L Cai,"1 (11) 500 555-0116",vincent21@adventure-works.com,Australia
13034,16505,Kelsey D Yuan,"1 (11) 500 555-0116",kelsey6@adventure-works.com,Australia
14215,17592,Stacey  Yang,"1 (11) 500 555-0116",stacey5@adventure-works.com,Australia
14231,10485,Kari E Sai,"1 (11) 500 555-0116",kari7@adventure-works.com,Australia
14238,10294,Jay C Gonzalez,"1 (11) 500 555-0116",jay25@adventure-works.com,Australia
14557,14549,Mathew L Sanz,"1 (11) 500 555-0116",mathew16@adventure-works.com,Australia
15043,20098,Joel A Gonzalez,"1 (11) 500 555-0116",joel17@adventure-works.com,Australia
15210,4162,Kurt  Raje,"1 (11) 500 555-0116",kurt14@adventure-works.com,Australia
15222,19725,Cynthia M Patel,"1 (11) 500 555-0116",cynthia7@adventure-works.com,Australia
15718,2635,Heather L Lin,"1 (11) 500 555-0116",heather7@adventure-works.com,Australia
15783,6675,David  Alexander,"1 (11) 500 555-0116",david52@adventure-works.com,Australia
16030,2620,Max A Martin,"1 (11) 500 555-0116",max1@adventure-works.com,Australia
16185,9309,Grant R Raji,"1 (11) 500 555-0116",grant23@adventure-works.com,Australia
16346,15698,Marc  Navarro,"1 (11) 500 555-0116",marc14@adventure-works.com,Australia
16709,11150,Roy A Alvarez,"1 (11) 500 555-0116",roy25@adventure-works.com,Australia
17258,3888,Fernando  Green,"1 (11) 500 555-0116",fernando30@adventure-works.com,Australia
17291,18293,Jorge  Huang,"1 (11) 500 555-0116",jorge7@adventure-works.com,Australia
18201,3483,Karla  Xie,"1 (11) 500 555-0116",karla3@adventure-works.com,Australia
18243,3808,Cesar  Sai,"1 (11) 500 555-0116",cesar4@adventure-works.com,Australia
18278,13922,Lucas T Powell,"1 (11) 500 555-0116",lucas58@adventure-works.com,Australia
18304,3610,Yolanda M She,"1 (11) 500 555-0116",yolanda0@adventure-works.com,Australia
19602,4031,Stanley  Madan,"1 (11) 500 555-0116",stanley8@adventure-works.com,Australia
19949,4474,Niñia L Anand,"1 (11) 500 555-0116",niñia0@adventure-works.com,Australia
20237,6077,Hunter E Yang,"1 (11) 500 555-0116",hunter22@adventure-works.com,Australia
20255,3141,Stephanie  Russell,"1 (11) 500 555-0116",stephanie47@adventure-works.com,Australia
20284,9742,Deanna  Ashe,"1 (11) 500 555-0116",deanna10@adventure-works.com,Australia
20627,13898,Theresa  Navarro,"1 (11) 500 555-0116",theresa7@adventure-works.com,Australia
21205,16234,Denise L Vance,"1 (11) 500 555-0116",denise6@adventure-works.com,Australia
21378,9886,Rebekah J Diaz,"1 (11) 500 555-0116",rebekah23@adventure-works.com,Australia
21407,18100,Wesley  Lin,"1 (11) 500 555-0116",wesley8@adventure-works.com,Australia
21989,19272,Erik H Jimenez,"1 (11) 500 555-0116",erik7@adventure-works.com,Australia
21990,12559,Alejandro R Rai,"1 (11) 500 555-0116",alejandro42@adventure-works.com,Australia
21997,17908,Dennis  Xu,"1 (11) 500 555-0116",dennis13@adventure-works.com,Australia
22411,20725,Amy  He,"1 (11) 500 555-0116",amy25@adventure-works.com,Australia
22581,13911,Theresa F Vazquez,"1 (11) 500 555-0116",theresa10@adventure-works.com,Australia
23107,8396,Michele  Kumar,"1 (11) 500 555-0116",michele8@adventure-works.com,Australia
23329,8547,Sharon  Raji,"1 (11) 500 555-0116",sharon26@adventure-works.com,Australia
23415,9585,Kristi  Moreno,"1 (11) 500 555-0116",kristi2@adventure-works.com,Australia
23424,3175,Adriana  Subram,"1 (11) 500 555-0116",adriana14@adventure-works.com,Australia
23563,4164,Kurt C Chavez,"1 (11) 500 555-0116",kurt15@adventure-works.com,Australia
24280,20418,Peter  Shan,"1 (11) 500 555-0116",peter16@adventure-works.com,Australia
24283,5832,Aimee H Zheng,"1 (11) 500 555-0116",aimee14@adventure-works.com,Australia
24364,15967,Henry M Prasad,"1 (11) 500 555-0116",henry10@adventure-works.com,Australia
24602,3995,Preston M Garcia,"1 (11) 500 555-0116",preston14@adventure-works.com,Australia
24607,6285,Kristine J Ruiz,"1 (11) 500 555-0116",kristine3@adventure-works.com,Australia
25133,6311,Kristine G Gutierrez,"1 (11) 500 555-0116",kristine12@adventure-works.com,Australia
25565,15875,Kevin M Perez,"1 (11) 500 555-0116",kevin40@adventure-works.com,Australia
25816,15205,Teresa E Navarro,"1 (11) 500 555-0116",teresa10@adventure-works.com,Australia
26187,14725,Hector M Gill,"1 (11) 500 555-0116",hector11@adventure-works.com,Australia
26746,10292,Amber  Adams,"1 (11) 500 555-0116",amber16@adventure-works.com,Australia
26770,20641,Katie Z Ashe,"1 (11) 500 555-0116",katie24@adventure-works.com,Australia
27365,15637,Jimmy  Jimenez,"1 (11) 500 555-0116",jimmy8@adventure-works.com,Australia
27464,6360,Jacquelyn P Torres,"1 (11) 500 555-0116",jacquelyn12@adventure-works.com,Australia
27488,14509,Sheila  Munoz,"1 (11) 500 555-0116",sheila7@adventure-works.com,Australia
27597,16960,Carl  Jai,"1 (11) 500 555-0116",carl11@adventure-works.com,Australia
27691,11690,Marshall M Goel,"1 (11) 500 555-0116",marshall39@adventure-works.com,Australia
27874,18157,Randy J Zhao,"1 (11) 500 555-0116",randy12@adventure-works.com,Australia
27985,8376,Michele  Shen,"1 (11) 500 555-0116",michele2@adventure-works.com,Australia
